id,skill,epic,group,priority,phase,status,dependencies,description,acceptance_hint
ELMOS-LLM-040,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Tool-controlled agent loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Prevent agents from changing their own policy, budget, identity, sandbox, or allowlist.","Implement and verify: Prevent agents from changing their own policy, budget, identity, sandbox, or allowlist."
ELMOS-LLM-041,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Repair quality loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Feed only classified failures and relevant semantic context to repair agents.,Implement and verify: Feed only classified failures and relevant semantic context to repair agents.
ELMOS-LLM-042,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Repair quality loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Create one isolated patch per iteration and run selected validation.,Implement and verify: Create one isolated patch per iteration and run selected validation.
ELMOS-LLM-043,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Repair quality loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,"Track objective improvement, repeated signatures, regression count, and remaining gaps.","Implement and verify: Track objective improvement, repeated signatures, regression count, and remaining gaps."
ELMOS-LLM-044,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Repair quality loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Escalate to full tests at risk thresholds and before promotion.,Implement and verify: Escalate to full tests at risk thresholds and before promotion.
ELMOS-LLM-045,elmos-model-gateway-agent-runtime,"Model Gateway, Context Builder, Budgeted Agent Runtime, and Inference Cache",Repair quality loop,P1,G6,BACKLOG,elmos-identity-tenant-security;elmos-content-addressed-cache;elmos-incremental-semantic-index;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime,Stop and emit a human task when bounds or confidence fail.,Implement and verify: Stop and emit a human task when bounds or confidence fail.
ELMOS-VER-001,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Baseline capture,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Reproduce source build in a sealed environment and classify environment, dependency, code, private-registry, infrastructure, and flaky failures.","Implement and verify: Reproduce source build in a sealed environment and classify environment, dependency, code, private-registry, infrastructure, and flaky failures."
ELMOS-VER-002,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Baseline capture,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Record modules, build artifacts, discovered/executed/passed/failed/skipped tests, APIs, database/message schemas, side effects, performance, and resource profile.","Implement and verify: Record modules, build artifacts, discovered/executed/passed/failed/skipped tests, APIs, database/message schemas, side effects, performance, and resource profile."
ELMOS-VER-003,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Baseline capture,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Freeze baseline snapshot/toolchain/scenario/tolerance digests.,Implement and verify: Freeze baseline snapshot/toolchain/scenario/tolerance digests.
ELMOS-VER-004,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Baseline capture,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Separate pre-existing failures from migration regressions.,Implement and verify: Separate pre-existing failures from migration regressions.
ELMOS-VER-005,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Baseline capture,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Block unsupported claims when no trustworthy baseline can be captured.,Implement and verify: Block unsupported claims when no trustworthy baseline can be captured.
ELMOS-VER-006,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Compile and test normalization,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Run target compile, unit, integration, end-to-end, static analysis, lint, and package checks through language adapters.","Implement and verify: Run target compile, unit, integration, end-to-end, static analysis, lint, and package checks through language adapters."
ELMOS-VER-007,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Compile and test normalization,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Normalize JUnit, pytest, dotnet, Go, Rust, JS, and other reports into versioned schemas.","Implement and verify: Normalize JUnit, pytest, dotnet, Go, Rust, JS, and other reports into versioned schemas."
ELMOS-VER-008,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Compile and test normalization,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Track discovered test count and flag deletion/skip/selection changes.,Implement and verify: Track discovered test count and flag deletion/skip/selection changes.
ELMOS-VER-009,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Compile and test normalization,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Classify failures before invoking agents.,Implement and verify: Classify failures before invoking agents.
ELMOS-VER-010,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Compile and test normalization,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Use incremental test selection with conservative full-suite escalation.,Implement and verify: Use incremental test selection with conservative full-suite escalation.
ELMOS-VER-011,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Contract verification,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Diff OpenAPI, GraphQL, Protobuf/gRPC, database schemas, events/messages, CLI, configuration, files, and public symbols.","Implement and verify: Diff OpenAPI, GraphQL, Protobuf/gRPC, database schemas, events/messages, CLI, configuration, files, and public symbols."
ELMOS-VER-012,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Contract verification,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Classify compatible, potentially breaking, and breaking changes with affected consumers.","Implement and verify: Classify compatible, potentially breaking, and breaking changes with affected consumers."
ELMOS-VER-013,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Contract verification,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Require approval and Known Deviation evidence for accepted breakage.,Implement and verify: Require approval and Known Deviation evidence for accepted breakage.
ELMOS-VER-014,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Contract verification,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Link every difference to source/target symbols and transformation provenance.,Implement and verify: Link every difference to source/target symbols and transformation provenance.
ELMOS-VER-015,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Differential behavior,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Execute identical scenarios against baseline and target.,Implement and verify: Execute identical scenarios against baseline and target.
ELMOS-VER-016,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Differential behavior,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Compare return values, errors, state/database changes, messages, files, logs/events, timing constraints, and external-effect intents.","Implement and verify: Compare return values, errors, state/database changes, messages, files, logs/events, timing constraints, and external-effect intents."
ELMOS-VER-017,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Differential behavior,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Normalize IDs, timestamps, ordering, randomness, locale, and nondeterministic fields only through explicit rules.","Implement and verify: Normalize IDs, timestamps, ordering, randomness, locale, and nondeterministic fields only through explicit rules."
ELMOS-VER-018,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Differential behavior,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Support exact, set/order-aware, absolute/relative numeric, temporal, and domain tolerances.","Implement and verify: Support exact, set/order-aware, absolute/relative numeric, temporal, and domain tolerances."
ELMOS-VER-019,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Differential behavior,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,Store minimized counterexamples and map them to symbols/IR/rules.,Implement and verify: Store minimized counterexamples and map them to symbols/IR/rules.
ELMOS-VER-020,elmos-verification-fabric,"Verification Fabric: Build, Test, Differential Behavior, Performance, and E1-E5 Certification",Advanced validation,P0,G7,BACKLOG,elmos-reproducible-toolchain;elmos-semantic-ir-compiler-platform;elmos-secure-sandbox-runtime;elmos-model-gateway-agent-runtime,"Add golden snapshots, property-based tests, metamorphic tests, coverage-guided fuzzing, boundary/unicode/timezone/locale cases, serialization compatibility, transaction rollback, retry/idempotency, concurrency/race, and resource-leak tests.","Implement and verify: Add golden snapshots, property-based tests, metamorphic tests, coverage-guided fuzzing, boundary/unicode/timezone/locale cases, serialization compatibility, transaction rollback, retry/idempotency, concurrency/race, and resource-leak tests."
